SERVICE;PROTOCOL;DIR;SRC;SRCPORT;DEST;DESTPORT;STATE;AGE;EXP;PKTS;BYTES
HTTPS;UDP;In;192.168.160.35;61196;34.224.102.202;443;MULTIPLE:MULTIPLE;02:41:37;00:00:59;3933851;681717
HTTPS;UDP;Out;201.65.78.233;60672;34.224.102.202;443;MULTIPLE:MULTIPLE;02:41:37;00:00:59;3933851;681717
HTTP;TCP;In;192.168.88.35;33992;201.159.159.144;80;ESTABLISHED:ESTABLISHED;16:16:52;08:01:37;2906105;2622031
HTTP;TCP;Out;177.200.93.126;60374;201.159.159.144;80;ESTABLISHED:ESTABLISHED;16:16:52;08:01:37;2906105;2622031
HTTPS;TCP;In;192.168.160.6;33708;159.69.26.208;443;ESTABLISHED:ESTABLISHED;18:28:52;23:59:59;2887885;929135
HTTPS;TCP;Out;201.65.78.233;58874;159.69.26.208;443;ESTABLISHED:ESTABLISHED;18:28:52;23:59:59;2887885;929135
HTTPS;TCP;In;192.168.160.26;33108;159.69.26.208;443;ESTABLISHED:ESTABLISHED;18:20:11;00:00:00;2671477;807990
HTTPS;TCP;Out;201.65.78.233;42445;159.69.26.208;443;ESTABLISHED:ESTABLISHED;18:20:11;00:00:00;2671477;807990
HTTPS;TCP;In;192.168.88.35;36554;200.216.135.114;443;ESTABLISHED:ESTABLISHED;00:51:41;00:00:00;2267294;2164568
HTTPS;TCP;Out;177.200.93.126;45453;200.216.135.114;443;ESTABLISHED:ESTABLISHED;00:51:41;00:00:00;2267294;2164568
HTTP;TCP;In;192.168.88.35;55872;108.139.119.14;80;ESTABLISHED:ESTABLISHED;07:03:49;18:35:29;2082679;1927575
HTTP;TCP;Out;177.200.93.126;6541;108.139.119.14;80;ESTABLISHED:ESTABLISHED;07:03:49;18:35:29;2082679;1927575
HTTP;TCP;In;192.168.180.78;39409;104.101.21.9;80;ESTABLISHED:ESTABLISHED;02:12:14;23:59:57;1844677;2342681
HTTP;TCP;Out;177.200.93.126;39974;104.101.21.9;80;ESTABLISHED:ESTABLISHED;02:12:14;23:59:57;1844677;2342681
HTTPS;TCP;In;192.168.160.9;43930;159.69.26.208;443;ESTABLISHED:ESTABLISHED;18:22:04;23:59:56;1683901;507706
HTTPS;TCP;Out;201.65.78.233;57459;159.69.26.208;443;ESTABLISHED:ESTABLISHED;18:22:04;23:59:56;1683901;507706
HTTPS;TCP;In;192.168.160.27;50526;159.69.26.208;443;ESTABLISHED:ESTABLISHED;18:32:21;23:59:55;1672997;450671
HTTPS;TCP;Out;201.65.78.233;21246;159.69.26.208;443;ESTABLISHED:ESTABLISHED;18:32:21;23:59:55;1672997;450671
HTTPS;TCP;In;192.168.170.92;45876;104.16.56.6;443;ESTABLISHED:ESTABLISHED;11:56:35;16:05:18;959182;510602
HTTPS;TCP;Out;177.200.93.126;60337;104.16.56.6;443;ESTABLISHED:ESTABLISHED;11:56:35;16:05:18;959182;510602
HTTPS;TCP;In;192.168.160.18;62934;159.69.26.208;443;ESTABLISHED:ESTABLISHED;04:55:32;23:59:50;725718;263911
HTTPS;TCP;Out;201.65.78.233;31635;159.69.26.208;443;ESTABLISHED:ESTABLISHED;04:55:32;23:59:50;725718;263911
HTTPS;TCP;In;192.168.170.92;37575;104.16.56.6;443;ESTABLISHED:ESTABLISHED;18:22:42;08:01:26;683164;396266
HTTPS;TCP;Out;177.200.93.126;17968;104.16.56.6;443;ESTABLISHED:ESTABLISHED;18:22:42;08:01:26;683164;396266
HTTPS;TCP;In;192.168.160.71;65238;162.244.7.24;443;ESTABLISHED:ESTABLISHED;21:43:24;23:59:53;657483;39374494
HTTPS;TCP;Out;177.200.93.126;54007;162.244.7.24;443;ESTABLISHED:ESTABLISHED;21:43:24;23:59:53;657483;39374494
HTTPS;TCP;In;192.168.160.25;61440;159.69.26.208;443;ESTABLISHED:ESTABLISHED;04:55:34;00:00:00;636033;257050
HTTPS;TCP;Out;201.65.78.233;38064;159.69.26.208;443;ESTABLISHED:ESTABLISHED;04:55:34;00:00:00;636033;257050
HTTPS;TCP;In;10.0.112.2;50149;159.69.26.208;443;ESTABLISHED:ESTABLISHED;04:55:30;23:59:54;575760;199345
HTTPS;TCP;Out;201.65.78.233;43303;159.69.26.208;443;ESTABLISHED:ESTABLISHED;04:55:30;23:59:54;575760;199345
HTTPS;TCP;In;192.168.88.35;36556;200.216.135.114;443;ESTABLISHED:ESTABLISHED;00:51:41;23:59:57;569999;534855
HTTPS;TCP;Out;177.200.93.126;45288;200.216.135.114;443;ESTABLISHED:ESTABLISHED;00:51:41;23:59:57;569999;534855
HTTPS;TCP;In;10.0.62.2;49923;159.69.26.208;443;ESTABLISHED:ESTABLISHED;04:55:49;23:59:56;562901;179981
HTTPS;TCP;Out;201.65.78.233;33242;159.69.26.208;443;ESTABLISHED:ESTABLISHED;04:55:49;23:59:56;562901;179981
HTTPS;TCP;In;192.168.160.71;55774;159.69.26.208;443;ESTABLISHED:ESTABLISHED;04:12:36;23:59:52;529964;158820
HTTPS;TCP;Out;201.65.78.233;39297;159.69.26.208;443;ESTABLISHED:ESTABLISHED;04:12:36;23:59:52;529964;158820
HTTPS;TCP;In;192.168.160.124;61479;159.69.26.208;443;ESTABLISHED:ESTABLISHED;02:46:10;23:59:51;431989;143333
HTTPS;TCP;Out;201.65.78.233;60590;159.69.26.208;443;ESTABLISHED:ESTABLISHED;02:46:10;23:59:51;431989;143333
HTTPS;TCP;In;192.168.160.11;49185;159.69.26.208;443;ESTABLISHED:ESTABLISHED;16:30:22;23:59:52;402597;108763
HTTPS;TCP;Out;201.65.78.233;27063;159.69.26.208;443;ESTABLISHED:ESTABLISHED;16:30:22;23:59:52;402597;108763
HTTP;TCP;In;192.168.160.62;49164;217.146.28.138;80;ESTABLISHED:ESTABLISHED;12:01:51;23:59:35;315801;15769706
HTTP;TCP;Out;201.65.78.233;59410;217.146.28.138;80;ESTABLISHED:ESTABLISHED;12:01:51;23:59:35;315801;15769706
HTTPS;TCP;In;192.168.160.41;51947;159.69.26.208;443;ESTABLISHED:ESTABLISHED;03:03:13;23:59:49;293955;108601
HTTPS;TCP;Out;201.65.78.233;32120;159.69.26.208;443;ESTABLISHED:ESTABLISHED;03:03:13;23:59:49;293955;108601
HTTPS;TCP;In;10.100.20.14;51843;159.69.26.208;443;ESTABLISHED:ESTABLISHED;03:29:42;23:59:46;272779;104398
HTTPS;TCP;Out;201.65.78.233;21801;159.69.26.208;443;ESTABLISHED:ESTABLISHED;03:29:42;23:59:46;272779;104398
HTTPS;TCP;In;192.168.180.78;54252;13.227.106.49;443;ESTABLISHED:ESTABLISHED;00:25:55;23:59:58;268975;333492
HTTPS;TCP;Out;177.200.93.126;29226;13.227.106.49;443;ESTABLISHED:ESTABLISHED;00:25:55;23:59:58;268975;333492
HTTPS;TCP;In;192.168.160.35;49184;159.69.26.208;443;ESTABLISHED:ESTABLISHED;02:41:33;23:59:48;256847;95415923
HTTPS;TCP;Out;201.65.78.233;49657;159.69.26.208;443;ESTABLISHED:ESTABLISHED;02:41:33;23:59:48;256847;95415923
HTTPS;TCP;In;192.168.160.12;56162;159.69.26.208;443;ESTABLISHED:ESTABLISHED;22:32:17;23:59:59;247066;102971
HTTPS;TCP;Out;201.65.78.233;12253;159.69.26.208;443;ESTABLISHED:ESTABLISHED;22:32:17;23:59:59;247066;102971
HTTPS;TCP;In;192.168.160.71;56210;189.1.174.45;443;ESTABLISHED:ESTABLISHED;19:58:28;23:59:54;244904;10957520
HTTPS;TCP;Out;177.200.93.126;42763;189.1.174.45;443;ESTABLISHED:ESTABLISHED;19:58:28;23:59:54;244904;10957520
HTTPS;TCP;In;10.100.20.12;62484;159.69.26.208;443;ESTABLISHED:ESTABLISHED;21:58:52;23:59:47;228450;90718532
HTTPS;TCP;Out;201.65.78.233;62276;159.69.26.208;443;ESTABLISHED:ESTABLISHED;21:58:52;23:59:47;228450;90718532
HTTP;TCP;In;10.100.20.11;21647;138.199.4.80;80;ESTABLISHED:ESTABLISHED;01:24:15;23:59:52;216689;8953636
HTTP;TCP;Out;201.65.78.233;28410;138.199.4.80;80;ESTABLISHED:ESTABLISHED;01:24:15;23:59:52;216689;8953636
HTTPS;TCP;In;192.168.170.77;49922;65.8.185.240;443;ESTABLISHED:ESTABLISHED;06:25:46;18:00:04;208390;201982
HTTPS;TCP;Out;177.200.93.126;33920;65.8.185.240;443;ESTABLISHED:ESTABLISHED;06:25:46;18:00:04;208390;201982
HTTPS;UDP;In;192.168.88.35;48463;201.148.102.145;443;MULTIPLE:MULTIPLE;00:17:03;00:00:58;205583;228113
HTTPS;UDP;Out;177.200.93.126;56583;201.148.102.145;443;MULTIPLE:MULTIPLE;00:17:03;00:00:58;205583;228113
HTTPS;TCP;In;10.100.20.11;55162;92.38.150.69;443;ESTABLISHED:ESTABLISHED;22:32:25;23:59:54;197449;67468637
HTTPS;TCP;Out;201.65.78.233;58375;92.38.150.69;443;ESTABLISHED:ESTABLISHED;22:32:25;23:59:54;197449;67468637
HTTPS;UDP;In;192.168.180.63;45274;177.184.128.80;443;MULTIPLE:MULTIPLE;00:55:09;00:01:00;188594;212593
HTTPS;UDP;Out;177.200.93.126;40313;177.184.128.80;443;MULTIPLE:MULTIPLE;00:55:09;00:01:00;188594;212593
HTTP;TCP;In;192.168.160.62;49165;217.146.28.138;80;ESTABLISHED:ESTABLISHED;12:01:50;23:59:30;176665;9906590
HTTP;TCP;Out;201.65.78.233;20784;217.146.28.138;80;ESTABLISHED:ESTABLISHED;12:01:50;23:59:30;176665;9906590
HTTPS;TCP;In;10.100.20.14;56152;177.54.145.78;443;ESTABLISHED:ESTABLISHED;06:11:27;23:59:55;171520;7678724
HTTPS;TCP;Out;201.65.78.233;3083;177.54.145.78;443;ESTABLISHED:ESTABLISHED;06:11:27;23:59:55;171520;7678724
HTTP;TCP;In;177.185.131.62;23222;192.168.176.82;80;FIN_WAIT_2:FIN_WAIT_2;15:56:32;00:01:30;165745;7709370
HTTP;TCP;Out;177.185.131.62;23222;192.168.176.82;80;FIN_WAIT_2:FIN_WAIT_2;15:56:32;00:01:30;165745;7709370
SIP;UDP;In;189.89.9.203;5060;192.168.160.34;5060;MULTIPLE:MULTIPLE;07:12:57;00:00:27;165606;104278
SIP;UDP;Out;189.89.9.203;5060;192.168.160.34;5060;MULTIPLE:MULTIPLE;07:12:57;00:00:27;165606;104278
SIP;UDP;In;177.185.131.62;55512;192.168.160.34;5060;MULTIPLE:MULTIPLE;05:36:01;00:00:42;164409;103314
SIP;UDP;Out;177.185.131.62;55512;192.168.160.34;5060;MULTIPLE:MULTIPLE;05:36:01;00:00:42;164409;103314
HTTPS;TCP;In;10.100.20.14;15298;189.17.54.197;443;ESTABLISHED:ESTABLISHED;00:14:38;23:59:52;148171;189892
HTTPS;TCP;Out;201.65.78.233;40565;189.17.54.197;443;ESTABLISHED:ESTABLISHED;00:14:38;23:59:52;148171;189892
HTTPS;TCP;In;10.100.20.14;26535;189.17.54.197;443;ESTABLISHED:ESTABLISHED;00:14:38;23:59:52;142822;183850
HTTPS;TCP;Out;201.65.78.233;61238;189.17.54.197;443;ESTABLISHED:ESTABLISHED;00:14:38;23:59:52;142822;183850
HTTP;TCP;In;10.100.20.11;8354;138.199.4.75;80;ESTABLISHED:ESTABLISHED;23:30:42;23:59:52;136883;5663404
HTTP;TCP;Out;201.65.78.233;25369;138.199.4.75;80;ESTABLISHED:ESTABLISHED;23:30:42;23:59:52;136883;5663404
HTTPS;TCP;In;192.168.160.130;50229;162.244.7.24;443;ESTABLISHED:ESTABLISHED;02:05:56;23:59:33;119456;7184807
HTTPS;TCP;Out;201.65.78.233;3020;162.244.7.24;443;ESTABLISHED:ESTABLISHED;02:05:56;23:59:33;119456;7184807
HTTPS;TCP;In;10.100.20.12;53855;177.54.145.71;443;ESTABLISHED:ESTABLISHED;21:59:08;23:59:55;117158;5241777
HTTPS;TCP;Out;201.65.78.233;12946;177.54.145.71;443;ESTABLISHED:ESTABLISHED;21:59:08;23:59:55;117158;5241777
HTTPS;UDP;In;192.168.170.254;62128;201.148.102.161;443;MULTIPLE:MULTIPLE;00:08:28;00:00:55;114814;121185
HTTPS;UDP;Out;177.200.93.126;13277;201.148.102.161;443;MULTIPLE:MULTIPLE;00:08:28;00:00:55;114814;121185
SIP;UDP;In;186.249.209.47;30855;192.168.160.34;5060;MULTIPLE:MULTIPLE;06:34:24;00:00:36;113851;75643450
SIP;UDP;Out;186.249.209.47;30855;192.168.160.34;5060;MULTIPLE:MULTIPLE;06:34:24;00:00:36;113851;75643450
HTTPS;TCP;In;10.100.20.12;64863;177.54.145.75;443;ESTABLISHED:ESTABLISHED;05:07:32;00:00:00;108617;5054851
HTTPS;TCP;Out;201.65.78.233;63720;177.54.145.75;443;ESTABLISHED:ESTABLISHED;05:07:32;00:00:00;108617;5054851
SIP;UDP;In;189.89.8.140;30145;192.168.160.34;5060;MULTIPLE:MULTIPLE;19:43:59;00:00:26;107606;69532937
SIP;UDP;Out;189.89.8.140;30145;192.168.160.34;5060;MULTIPLE:MULTIPLE;19:43:59;00:00:26;107606;69532937
HTTP;TCP;In;192.168.193.60;65337;192.168.176.24;3128;ESTABLISHED:ESTABLISHED;03:24:52;23:59:11;106639;5680664
HTTPS;TCP;In;192.168.170.92;37024;104.16.56.6;443;ESTABLISHED:ESTABLISHED;18:56:11;05:34:15;106084;57033758
HTTPS;TCP;Out;177.200.93.126;32799;104.16.56.6;443;ESTABLISHED:ESTABLISHED;18:56:11;05:34:15;106084;57033758
HTTP;TCP;In;10.100.20.14;58641;138.199.4.80;80;ESTABLISHED:ESTABLISHED;05:22:47;23:59:56;102438;4238955
HTTP;TCP;Out;201.65.78.233;35725;138.199.4.80;80;ESTABLISHED:ESTABLISHED;05:22:47;23:59:56;102438;4238955
HTTP;TCP;In;192.168.160.28;50008;177.54.145.34;80;ESTABLISHED:ESTABLISHED;01:52:58;23:59:55;96730;5469377
HTTP;TCP;Out;201.65.78.233;6880;177.54.145.34;80;ESTABLISHED:ESTABLISHED;01:52:58;23:59:55;96730;5469377
HTTPS;TCP;In;192.168.180.114;49703;92.38.150.66;443;ESTABLISHED:ESTABLISHED;14:27:21;23:59:52;92849;4165056
HTTPS;TCP;Out;177.200.93.126;37295;92.38.150.66;443;ESTABLISHED:ESTABLISHED;14:27:21;23:59:52;92849;4165056
HTTPS;TCP;In;192.168.180.14;49622;13.227.102.115;443;TIME_WAIT:TIME_WAIT;00:07:29;00:01:21;92661;90984934
HTTPS;TCP;Out;177.200.93.126;23459;13.227.102.115;443;TIME_WAIT:TIME_WAIT;00:07:29;00:01:21;92661;90984934
HTTPS;TCP;Out;177.200.93.126;63002;178.255.155.166;443;ESTABLISHED:ESTABLISHED;03:24:52;23:59:11;89820;6105577
HTTPS;TCP;In;191.31.105.116;55442;192.168.160.33;443;ESTABLISHED:ESTABLISHED;05:55:54;23:59:59;89179;21653979
HTTPS;TCP;Out;191.31.105.116;55442;192.168.160.33;443;ESTABLISHED:ESTABLISHED;05:55:54;23:59:59;89179;21653979
HTTP;TCP;In;10.100.20.12;62271;217.146.28.140;80;ESTABLISHED:ESTABLISHED;19:54:13;23:59:50;84774;13394358
HTTP;TCP;Out;201.65.78.233;39344;217.146.28.140;80;ESTABLISHED:ESTABLISHED;19:54:13;23:59:50;84774;13394358
DNS;UDP;In;127.0.0.1;13067;127.0.0.1;53;MULTIPLE:MULTIPLE;03:16:13;00:00:58;81120;9079481
DNS;UDP;Out;127.0.0.1;13067;127.0.0.1;53;MULTIPLE:MULTIPLE;03:16:13;00:00:58;81120;9079481
SIP;UDP;In;177.185.129.22;9749;192.168.160.34;5060;MULTIPLE:MULTIPLE;03:14:30;00:00:22;75322;50076306
SIP;UDP;Out;177.185.129.22;9749;192.168.160.34;5060;MULTIPLE:MULTIPLE;03:14:30;00:00:22;75322;50076306
HTTPS;TCP;In;192.168.170.92;49689;104.16.56.6;443;ESTABLISHED:ESTABLISHED;07:51:37;16:38:55;75259;41642984
HTTPS;TCP;Out;177.200.93.126;24154;104.16.56.6;443;ESTABLISHED:ESTABLISHED;07:51:37;16:38:55;75259;41642984
HTTP;TCP;In;10.100.20.14;20097;92.38.150.75;80;ESTABLISHED:ESTABLISHED;18:45:59;23:59:57;74110;3065067
HTTP;TCP;Out;201.65.78.233;4497;92.38.150.75;80;ESTABLISHED:ESTABLISHED;18:45:59;23:59:57;74110;3065067
HTTPS;TCP;In;10.0.62.2;53081;138.199.4.71;443;ESTABLISHED:ESTABLISHED;06:44:56;23:59:52;73397;3308930
HTTPS;TCP;Out;189.3.26.66;25055;138.199.4.71;443;ESTABLISHED:ESTABLISHED;06:44:56;23:59:52;73397;3308930
HTTPS;TCP;In;192.168.88.35;65149;17.253.97.204;443;ESTABLISHED:ESTABLISHED;00:49:51;23:30:24;71013;58683829
HTTPS;TCP;Out;177.200.93.126;36929;17.253.97.204;443;ESTABLISHED:ESTABLISHED;00:49:51;23:30:24;71013;58683829
HTTPS;TCP;In;10.100.22.29;56705;52.217.72.24;443;FIN_WAIT_2:FIN_WAIT_2;00:01:57;00:00:50;70267;68016286
HTTPS;TCP;Out;177.200.93.126;61574;52.217.72.24;443;FIN_WAIT_2:FIN_WAIT_2;00:01:57;00:00:50;70267;68016286
HTTPS;TCP;In;192.168.88.35;65191;17.253.97.206;443;ESTABLISHED:ESTABLISHED;00:48:46;23:30:57;68711;55766226
HTTPS;TCP;Out;177.200.93.126;63459;17.253.97.206;443;ESTABLISHED:ESTABLISHED;00:48:46;23:30:57;68711;55766226
HTTPS;TCP;In;192.168.88.35;3931;201.73.23.160;443;FIN_WAIT_2:ESTABLISHED;00:24:19;00:01:08;68199;64952270
HTTPS;TCP;Out;201.65.78.233;18368;201.73.23.160;443;ESTABLISHED:FIN_WAIT_2;00:24:19;00:01:08;68199;64952270
HTTPS;TCP;In;192.168.195.109;47628;201.148.103.62;443;FIN_WAIT_2:ESTABLISHED;00:28:04;00:09:40;66410;75446551
HTTPS;TCP;Out;177.200.93.126;10459;201.148.103.62;443;ESTABLISHED:FIN_WAIT_2;00:28:04;00:09:40;66410;75446551
SIP;UDP;In;45.180.216.204;12001;192.168.160.34;5060;MULTIPLE:MULTIPLE;21:59:17;00:00:48;60507;40138614
SIP;UDP;Out;45.180.216.204;12001;192.168.160.34;5060;MULTIPLE:MULTIPLE;21:59:17;00:00:48;60507;40138614
HTTPS;TCP;In;10.100.20.14;12233;189.17.54.197;443;ESTABLISHED:ESTABLISHED;00:14:36;23:59:53;59193;77777660
HTTPS;TCP;Out;201.65.78.233;29737;189.17.54.197;443;ESTABLISHED:ESTABLISHED;00:14:36;23:59:53;59193;77777660
HTTPS;TCP;In;192.168.170.14;56677;147.161.129.252;443;ESTABLISHED:ESTABLISHED;04:59:11;21:14:55;58961;25597735
HTTPS;TCP;Out;177.200.93.126;7350;147.161.129.252;443;ESTABLISHED:ESTABLISHED;04:59:11;21:14:55;58961;25597735
HTTPS;TCP;Out;177.200.93.126;23050;12.46.135.194;443;ESTABLISHED:ESTABLISHED;02:35:48;23:59:57;57664;13210178
HTTPS;TCP;In;192.168.160.81;56529;12.46.135.194;443;ESTABLISHED:ESTABLISHED;02:35:48;23:59:57;57503;13119382
HTTPS;UDP;In;192.168.88.35;36574;201.73.23.160;443;MULTIPLE:MULTIPLE;00:24:12;00:00:57;54730;61505851
HTTPS;UDP;Out;201.65.78.233;5576;201.73.23.160;443;MULTIPLE:MULTIPLE;00:24:12;00:00:57;54730;61505851
HTTPS;TCP;In;10.100.20.11;34345;92.38.150.22;443;ESTABLISHED:ESTABLISHED;06:23:10;23:59:58;52800;2372607
HTTPS;TCP;Out;201.65.78.233;29452;92.38.150.22;443;ESTABLISHED:ESTABLISHED;06:23:10;23:59:58;52800;2372607
HTTP;TCP;In;192.168.195.102;37680;108.139.166.77;80;ESTABLISHED:ESTABLISHED;00:00:22;00:00:00;52264;51041960
HTTP;TCP;Out;177.200.93.126;11386;108.139.166.77;80;ESTABLISHED:ESTABLISHED;00:00:22;00:00:00;52264;51041960
HTTPS;TCP;In;10.100.20.12;51759;52.20.40.101;443;ESTABLISHED:ESTABLISHED;21:37:00;23:59:37;50549;3219352
HTTPS;TCP;Out;201.65.78.233;29121;52.20.40.101;443;ESTABLISHED:ESTABLISHED;21:37:00;23:59:37;50549;3219352
HTTPS;TCP;In;10.100.22.25;50099;13.227.102.50;443;ESTABLISHED:ESTABLISHED;00:06:37;23:59:56;47011;43029997
HTTPS;TCP;Out;177.200.93.126;46710;13.227.102.50;443;ESTABLISHED:ESTABLISHED;00:06:37;23:59:56;47011;43029997
HTTPS;UDP;In;192.168.196.35;51243;177.184.128.82;443;MULTIPLE:MULTIPLE;00:14:45;00:00:53;46102;56703711
HTTPS;UDP;Out;177.200.93.126;14515;177.184.128.82;443;MULTIPLE:MULTIPLE;00:14:45;00:00:53;46102;56703711
HTTP;TCP;In;10.100.20.12;62272;217.146.28.140;80;ESTABLISHED:ESTABLISHED;19:54:13;23:59:45;44297;7550115
HTTP;TCP;Out;201.65.78.233;64287;217.146.28.140;80;ESTABLISHED:ESTABLISHED;19:54:13;23:59:45;44297;7550115
HTTPS;TCP;In;192.168.80.137;39260;104.89.170.188;443;ESTABLISHED:ESTABLISHED;04:27:46;19:32:52;41987;50668417
HTTPS;TCP;Out;177.200.93.126;45681;104.89.170.188;443;ESTABLISHED:ESTABLISHED;04:27:46;19:32:52;41987;50668417
HTTPS;UDP;In;192.168.196.14;50763;201.148.102.80;443;MULTIPLE:MULTIPLE;00:00:21;00:01:00;41728;48383403
HTTPS;UDP;Out;177.200.93.126;34222;201.148.102.80;443;MULTIPLE:MULTIPLE;00:00:21;00:01:00;41728;48383403
HTTPS;TCP;In;192.168.88.35;3175;201.148.102.161;443;TIME_WAIT:TIME_WAIT;00:03:36;00:01:16;40310;42822320
HTTPS;TCP;Out;177.200.93.126;30611;201.148.102.161;443;TIME_WAIT:TIME_WAIT;00:03:36;00:01:16;40310;42822320
HTTPS;TCP;In;10.100.20.14;40241;188.172.216.76;443;ESTABLISHED:ESTABLISHED;23:03:05;23:59:13;39590;2229646
HTTPS;TCP;Out;201.65.78.233;53339;188.172.216.76;443;ESTABLISHED:ESTABLISHED;23:03:05;23:59:13;39590;2229646
HTTPS;TCP;In;192.168.193.149;49422;191.232.241.138;443;ESTABLISHED:ESTABLISHED;07:32:22;23:59:18;38971;16159669
HTTPS;TCP;Out;177.200.93.126;55564;191.232.241.138;443;ESTABLISHED:ESTABLISHED;07:32:22;23:59:18;38971;16159669
HTTPS;TCP;In;192.168.193.149;49423;191.234.186.139;443;ESTABLISHED:ESTABLISHED;07:32:21;23:59:18;38874;16405381
HTTPS;TCP;Out;201.65.78.233;55703;191.234.186.139;443;ESTABLISHED:ESTABLISHED;07:32:21;23:59:18;38874;16405381
HTTPS;TCP;In;192.168.193.149;54780;45.225.80.35;443;ESTABLISHED:ESTABLISHED;00:05:50;23:59:53;37531;46135344
HTTPS;TCP;Out;201.65.78.233;48029;45.225.80.35;443;ESTABLISHED:ESTABLISHED;00:05:50;23:59:53;37531;46135344
HTTP;TCP;In;191.31.105.116;56035;192.168.160.33;80;ESTABLISHED:ESTABLISHED;00:40:50;00:00:00;36864;12425773
HTTP;TCP;Out;191.31.105.116;56035;192.168.160.33;80;ESTABLISHED:ESTABLISHED;00:40:50;00:00:00;36864;12425773
HTTP;TCP;In;192.168.88.35;37556;43.132.84.26;80;FIN_WAIT_2:ESTABLISHED;00:09:54;00:10:31;33042;33110444
HTTP;TCP;Out;177.200.93.126;34734;43.132.84.26;80;ESTABLISHED:FIN_WAIT_2;00:09:54;00:10:31;33042;33110444
HTTPS;TCP;In;192.168.170.77;46158;201.148.102.145;443;TIME_WAIT:TIME_WAIT;00:00:51;00:01:03;31921;31355903
HTTPS;TCP;Out;177.200.93.126;29228;201.148.102.145;443;TIME_WAIT:TIME_WAIT;00:00:51;00:01:03;31921;31355903
HTTPS;UDP;In;192.168.196.101;65279;201.57.155.13;443;MULTIPLE:MULTIPLE;00:01:00;00:00:58;31535;36484629
HTTPS;UDP;Out;201.65.78.233;35474;201.57.155.13;443;MULTIPLE:MULTIPLE;00:01:00;00:00:58;31535;36484629
HTTPS;TCP;In;192.168.88.35;44024;201.148.102.146;443;FIN_WAIT_2:ESTABLISHED;00:06:41;00:14:01;30674;32387473
HTTPS;TCP;Out;177.200.93.126;26399;201.148.102.146;443;ESTABLISHED:FIN_WAIT_2;00:06:41;00:14:01;30674;32387473
HTTPS;TCP;In;192.168.188.189;59256;201.148.102.161;443;ESTABLISHED:ESTABLISHED;00:03:40;23:59:51;30382;32125659
HTTPS;TCP;Out;177.200.93.126;26705;201.148.102.161;443;ESTABLISHED:ESTABLISHED;00:03:40;23:59:51;30382;32125659
HTTPS;TCP;In;192.168.180.101;47126;201.148.102.161;443;FIN_WAIT_2:ESTABLISHED;00:08:33;00:12:39;29292;27035889
HTTPS;TCP;Out;177.200.93.126;2288;201.148.102.161;443;ESTABLISHED:FIN_WAIT_2;00:08:33;00:12:39;29292;27035889
HTTPS;UDP;In;192.168.161.59;55056;201.73.23.160;443;MULTIPLE:MULTIPLE;00:03:34;00:00:17;28554;31260952
HTTPS;UDP;Out;201.65.78.233;53788;201.73.23.160;443;MULTIPLE:MULTIPLE;00:03:34;00:00:17;28554;31260952
HTTPS;TCP;In;192.168.170.150;61237;157.240.216.60;443;ESTABLISHED:ESTABLISHED;04:58:57;18:50:51;27649;2707933
HTTPS;TCP;Out;201.65.78.233;52903;157.240.216.60;443;ESTABLISHED:ESTABLISHED;04:58:57;18:50:51;27649;2707933
HTTPS;TCP;In;192.168.188.189;34548;23.67.77.155;443;TIME_WAIT:TIME_WAIT;00:00:59;00:00:55;25602;24258770
HTTPS;TCP;Out;177.200.93.126;13605;23.67.77.155;443;TIME_WAIT:TIME_WAIT;00:00:59;00:00:55;25602;24258770
HTTPS;TCP;In;192.168.180.63;60610;157.240.216.60;443;ESTABLISHED:ESTABLISHED;01:48:04;23:59:54;25083;5827450
HTTPS;TCP;Out;177.200.93.126;8021;157.240.216.60;443;ESTABLISHED:ESTABLISHED;01:48:04;23:59:54;25083;5827450
HTTPS;TCP;In;192.168.88.35;41100;23.54.21.178;443;TIME_WAIT:TIME_WAIT;00:03:14;00:00:51;25075;24897815
HTTPS;TCP;Out;177.200.93.126;65084;23.54.21.178;443;TIME_WAIT:TIME_WAIT;00:03:14;00:00:51;25075;24897815
HTTPS;TCP;In;192.168.180.114;49413;94.16.6.178;443;ESTABLISHED:ESTABLISHED;23:37:13;23:59:44;23959;1336789
HTTPS;TCP;Out;177.200.93.126;34050;94.16.6.178;443;ESTABLISHED:ESTABLISHED;23:37:13;23:59:44;23959;1336789
HTTPS;UDP;In;192.168.88.35;43494;201.148.102.145;443;MULTIPLE:MULTIPLE;00:03:14;00:00:56;23819;27938260
HTTPS;UDP;Out;177.200.93.126;6671;201.148.102.145;443;MULTIPLE:MULTIPLE;00:03:14;00:00:56;23819;27938260
HTTPS;UDP;In;192.168.88.35;63022;201.148.102.161;443;MULTIPLE:MULTIPLE;00:01:34;00:00:06;23575;25711934
HTTPS;UDP;Out;177.200.93.126;1862;201.148.102.161;443;MULTIPLE:MULTIPLE;00:01:34;00:00:06;23575;25711934
HTTP;TCP;In;192.168.88.35;49618;101.33.21.27;80;ESTABLISHED:ESTABLISHED;00:54:08;23:17:41;23438;22623006
HTTP;TCP;Out;177.200.93.126;33420;101.33.21.27;80;ESTABLISHED:ESTABLISHED;00:54:08;23:17:41;23438;22623006
HTTPS;UDP;In;192.168.70.222;43626;201.148.102.77;443;MULTIPLE:MULTIPLE;00:10:22;00:01:00;23363;25400820
